accession	phylum	class	species
RS_GCF_013407275	Thermoproteota	Nitrososphaeria	Nitrosotenuis sp013407275
GB_GCA_016215465	Thermoproteota	Nitrososphaeria	Nitrosotenuis sp016215465
GB_GCA_016872015	Thermoproteota	Nitrososphaeria	Nitrosotenuis sp016872015
GB_GCA_016872055	Thermoproteota	Nitrososphaeria	Nitrosotenuis sp016872055
GB_GCA_035575435	Thermoproteota	Nitrososphaeria	Nitrosotenuis sp035575435
GB_GCA_036396715	Thermoproteota	Nitrososphaeria	Nitrosotenuis sp036396715
GB_GCA_036560565	Thermoproteota	Nitrososphaeria	Nitrosotenuis sp036560565
GB_GCA_038869975	Thermoproteota	Nitrososphaeria	Nitrosotenuis sp038869975
GB_GCA_038869955	Thermoproteota	Nitrososphaeria	Nitrosotenuis sp038890395
GB_GCA_039938575	Thermoproteota	Nitrososphaeria	Nitrosotenuis sp039938575
GB_GCA_040757675	Thermoproteota	Nitrososphaeria	Nitrosotenuis sp040757675
RS_GCF_905220655	Thermoproteota	Nitrososphaeria	Nitrosotenuis uzonensis
GB_GCA_013538795	Thermoproteota	Nitrososphaeria	Nitrosothermus koennekei
GB_GCA_030603445	Methanobacteriota_B	Thermococci	NM3 sp030603445
GB_GCA_902384935	Micrarchaeota	Micrarchaeia	Norongarragalina meridionalis
GB_GCA_963997625	Nanobdellota	Nanobdellia	NP1466 sp002731115
GB_GCA_016839265	Asgardarchaeota	Odinarchaeia	Odinarchaeum sp016839265
GB_GCA_029856525	Asgardarchaeota	Odinarchaeia	Odinarchaeum sp029856525
GB_GCA_038826135	Asgardarchaeota	Odinarchaeia	Odinarchaeum sp038826135
GB_GCA_001940665	Asgardarchaeota	Odinarchaeia	Odinarchaeum yellowstonii
GB_GCA_003345555	Asgardarchaeota	Thorarchaeia	OWC5 sp003345555
RS_GCF_000966265	Methanobacteriota_B	Thermococci	Palaeococcus ferrophilus
RS_GCF_000725425	Methanobacteriota_B	Thermococci	Palaeococcus pacificus
RS_GCF_021162525	Methanobacteriota_B	Thermococci	Palaeococcus sp003663695
GB_GCA_002503305	Nanobdellota	Nanobdellia	Parvarchaeum acidiphilum
GB_GCA_027369475	Nanobdellota	Nanobdellia	Parvarchaeum acidophilus
GB_GCA_027338625	Nanobdellota	Nanobdellia	Parvarchaeum sp021794235
GB_GCA_027370075	Nanobdellota	Nanobdellia	Parvarchaeum sp021799085
GB_GCA_027312765	Nanobdellota	Nanobdellia	Parvarchaeum sp021802505
GB_GCA_021807085	Nanobdellota	Nanobdellia	Parvarchaeum sp021807085
GB_GCA_027374645	Nanobdellota	Nanobdellia	Parvarchaeum sp021817165
GB_GCA_021846665	Nanobdellota	Nanobdellia	Parvarchaeum sp021846665
GB_GCA_027339405	Nanobdellota	Nanobdellia	Parvarchaeum sp023378805
GB_GCA_023378865	Nanobdellota	Nanobdellia	Parvarchaeum sp023378865
GB_GCA_025920205	Nanobdellota	Nanobdellia	Parvarchaeum tengchongense
GB_GCA_002762785	Nanobdellota	Nanobdellia	PCXY01 sp002762785
GB_GCA_018659235	Nanobdellota	Nanobdellia	PCYB01 sp018676855
GB_GCA_030059675	Thermoproteota	Nitrososphaeria_A	Pelearchaeum maunauluense
GB_GCA_015520425	Thermoproteota	Nitrososphaeria_A	Pelearchaeum sp015520425
GB_GCA_002763265	Nanobdellota	Nanobdellia	PEZQ01 sp002763265
RS_GCF_900176435	Thermoplasmatota	Thermoplasmata	Picrophilus oshimae
GB_GCA_021161385	Thermoproteota	Bathyarchaeia	PIYA01 sp003601785
GB_GCA_038852565	Thermoproteota	Bathyarchaeia	PIYB01 sp018397065
GB_GCA_021161205	Thermoproteota	Bathyarchaeia	PIYF01 sp003601875
GB_GCA_003601775	Thermoproteota	Bathyarchaeia	PIYN01 sp003601775
GB_GCA_014297435	Nanohalarchaeota	Nanosalinia	PL-Br10-U2g16 sp014297435
GB_GCA_013824915	Nanobdellota	Nanobdellia	PNOQ01 sp013824915
GB_GCA_036777785	Nanobdellota	Nanobdellia	PNOQ01 sp018302135
GB_GCA_943843275	Thermoplasmatota	Poseidoniia	Poseidonia alphae
GB_GCA_937900195	Thermoplasmatota	Poseidoniia	Poseidonia sp002502295
GB_GCA_963969045	Thermoplasmatota	Poseidoniia	Poseidonia sp002689105
GB_GCA_030752315	Thermoplasmatota	Poseidoniia	Poseidonia sp002694525
GB_GCA_016778305	Thermoplasmatota	Poseidoniia	Poseidonia sp016778305
GB_GCA_963980615	Thermoplasmatota	Poseidoniia	Poseidonia sp018662715
RS_GCF_029250625	Thermoplasmatota	Poseidoniia	Poseidonia sp029250625
GB_GCA_040261535	Thermoplasmatota	Poseidoniia	Poseidonia sp030828165
GB_GCA_038106355	Thermoplasmatota	Poseidoniia	Poseidonia sp038106355
GB_GCA_963978345	Thermoplasmatota	Poseidoniia	Poseidonia sp038124565
GB_GCA_038146705	Thermoplasmatota	Poseidoniia	Poseidonia sp038146705
GB_GCA_038148515	Thermoplasmatota	Poseidoniia	Poseidonia sp038148515
GB_GCA_938030705	Thermoplasmatota	Poseidoniia	Poseidonia sp938030705
GB_GCA_938084675	Thermoplasmatota	Poseidoniia	Poseidonia sp938084675
GB_GCA_963934815	Thermoplasmatota	Poseidoniia	Poseidonia sp949373095
GB_GCA_963979365	Thermoplasmatota	Poseidoniia	PSPT01 sp018649825
GB_GCA_003552585	Thermoplasmatota	Thermoplasmata	PUNK01 sp003552585
GB_GCA_003554845	Aenigmatarchaeota	Aenigmatarchaeia	PWEA01 sp003554845
GB_GCA_003555465	Aenigmatarchaeota	Aenigmatarchaeia	PWEA01 sp003555465
GB_GCA_003555025	Thermoplasmatota	Thermoplasmata	PWHV01 sp003555025
GB_GCA_007131205	Nanobdellota	Nanobdellia	PWWA01 sp007131205
GB_GCA_003352295	Thermoproteota	Nitrososphaeria	PXYB01 sp003352285
RS_GCF_036754085	Thermoproteota	Thermoprotei	Pyrobaculum aerophilum
RS_GCF_013414235	Thermoproteota	Thermoprotei	Pyrobaculum arsenaticum
RS_GCF_000015805	Thermoproteota	Thermoprotei	Pyrobaculum calidifontis
RS_GCF_000234805	Thermoproteota	Thermoprotei	Pyrobaculum ferrireducens
RS_GCF_000015205	Thermoproteota	Thermoprotei	Pyrobaculum islandicum
RS_GCF_000019805	Thermoproteota	Thermoprotei	Pyrobaculum neutrophilum
GB_GCA_000247545	Thermoproteota	Thermoprotei	Pyrobaculum oguniense
GB_GCA_001189275	Thermoproteota	Thermoprotei	Pyrobaculum sp001189275
GB_GCA_020833025	Thermoproteota	Thermoprotei	Pyrobaculum sp020833025
RS_GCF_025641885	Thermoproteota	Thermoprotei	Pyrobaculum sp025641885
GB_GCA_038895415	Thermoproteota	Thermoprotei	Pyrobaculum sp032249215
GB_GCA_036833835	Thermoproteota	Thermoprotei	Pyrobaculum sp036833835
GB_GCA_038735555	Thermoproteota	Thermoprotei	Pyrobaculum sp038832545
GB_GCA_038879095	Thermoproteota	Thermoprotei	Pyrobaculum sp038879095
GB_GCA_041287325	Thermoproteota	Thermoprotei	Pyrobaculum sp041287325
GB_GCA_938027595	Thermoproteota	Thermoprotei	Pyrobaculum sp938027595
RS_GCF_000195935	Methanobacteriota_B	Thermococci	Pyrococcus abyssi
RS_GCF_900012635	Methanobacteriota_B	Thermococci	Pyrococcus chitonophagus
RS_GCF_008245085	Methanobacteriota_B	Thermococci	Pyrococcus furiosus
RS_GCF_000011105	Methanobacteriota_B	Thermococci	Pyrococcus horikoshii
RS_GCF_041647945	Methanobacteriota_B	Thermococci	Pyrococcus kukulkanii
RS_GCF_000211475	Methanobacteriota_B	Thermococci	Pyrococcus sp000211475
RS_GCF_000263735	Methanobacteriota_B	Thermococci	Pyrococcus sp000263735
RS_GCF_041647995	Methanobacteriota_B	Thermococci	Pyrococcus sp003660485
RS_GCF_000215995	Methanobacteriota_B	Thermococci	Pyrococcus yayanosii
RS_GCF_036323395	Thermoproteota	Thermoprotei_A	Pyrodictium abyssi
RS_GCF_001412615	Thermoproteota	Thermoprotei_A	Pyrodictium delaneyi
RS_GCF_001462395	Thermoproteota	Thermoprotei_A	Pyrodictium occultum
RS_GCF_033097485	Thermoproteota	Thermoprotei_A	Pyrofollis japonicus
GB_GCA_027036135	Thermoproteota	Thermoprotei_A	Pyrofollis sp027036135
GB_GCA_002010065	Hydrothermarchaeota	Hydrothermarchaeia	Pyrohabitans jungbluthii
GB_GCA_013152685	Hydrothermarchaeota	Hydrothermarchaeia	Pyrohabitans sp013152685
GB_GCA_027020205	Hydrothermarchaeota	Hydrothermarchaeia	Pyrohabitans sp015521565
GB_GCA_027051235	Hydrothermarchaeota	Hydrothermarchaeia	Pyrohabitans sp015521615
RS_GCF_000223395	Thermoproteota	Thermoprotei_A	Pyrolobus fumarii
GB_GCA_003034855	Halobacteriota	Methanonatronarchaeia	PZKD01 sp003034855
GB_GCA_033549145	Halobacteriota	Methanosarcinia	QBUR01 sp019429385
GB_GCA_023544605	Halobacteriota	Methanosarcinia	QBUR01 sp023544605
GB_GCA_013114725	Thermoproteota	Nitrososphaeria	QCWD01 sp013114725
RS_GCF_029338215	Halobacteriota	Halobacteria	QDMS2 sp029338295
RS_GCF_037081775	Halobacteriota	Halobacteria	QDMS2 sp037081775
RS_GCF_037198285	Halobacteriota	Halobacteria	QDMS2 sp037198285
GB_GCA_003336485	Halobacteriota	Syntropharchaeia	QENH01 sp003336485
GB_GCA_034660415	Halobacteriota	Syntropharchaeia	QENH01 sp034660415
GB_GCA_029241965	Halobacteriota	Syntropharchaeia	QENJ01 sp029241965
GB_GCA_003661125	Halobacteriota	Syntropharchaeia	QMVO01 sp003661125
GB_GCA_025966525	Halobacteriota	Syntropharchaeia	QMVO01 sp025966525
GB_GCA_024281195	Korarchaeota	Korarchaeia	QMVU01 sp003661365
GB_GCA_040514375	Thermoproteota	Thermoprotei_A	QMWW01 sp040514375
GB_GCA_937896335	Aenigmatarchaeota	Aenigmatarchaeia	QMZY01 sp003663415
GB_GCA_027046265	Thermoproteota	Thermoprotei_A	QNYQ01 sp027046265
GB_GCA_040514325	Thermoproteota	Thermoprotei_A	QNYQ01 sp040514325
GB_GCA_028714745	Nanobdellota	Nanobdellia	RBG-13-33-26 sp028711165
GB_GCA_036480815	Thermoproteota	Bathyarchaeia	RBG-13-38-9 sp023144075
GB_GCA_035256105	Thermoproteota	Bathyarchaeia	RBG-16-48-13 sp001775995
GB_GCA_026014515	Thermoproteota	Bathyarchaeia	RBG-16-57-9 sp026014515
GB_GCA_026014815	Thermoproteota	Bathyarchaeia	RBG-16-57-9 sp026014815
GB_GCA_030669135	Thermoproteota	Bathyarchaeia	RBG-16-57-9 sp030669135
GB_GCA_035529515	Thermoproteota	Bathyarchaeia	RBG-16-57-9 sp035529515
GB_GCA_005878985	Thermoplasmatota	Thermoplasmata	RBG-16-68-12 sp005878985
GB_GCA_035557795	Thermoplasmatota	Thermoplasmata	RBG-16-68-12 sp035557795
GB_GCA_035632695	Thermoplasmatota	Thermoplasmata	RBG-16-68-12 sp035632695
GB_GCA_035636315	Thermoplasmatota	Thermoplasmata	RBG-16-68-12 sp035636315
GB_GCA_035636595	Thermoplasmatota	Thermoplasmata	RBG-16-68-12 sp035636595
GB_GCA_036395115	Thermoplasmatota	Thermoplasmata	RBG-16-68-12 sp036395115
GB_GCA_002503785	Thermoplasmatota	Thermoplasmata	RumEn-M2 sp001421175
GB_GCA_036837155	Thermoplasmatota	Thermoplasmata	RumEn-M2 sp002502965
GB_GCA_019136715	Thermoplasmatota	Thermoplasmata	RumEn-M2 sp012522645
GB_GCA_027046645	Thermoproteota	Thermoprotei_A	S012-22 sp015523445
GB_GCA_027014125	Thermoproteota	Thermoprotei_A	S012-22 sp027014125
GB_GCA_021163705	Thermoplasmatota	Thermoplasmata	S014-41 sp021163705
GB_GCA_026993785	Thermoplasmatota	Thermoplasmata	S014-41 sp026993785
GB_GCA_015521115	Thermoproteota	Thermoprotei_A	S143-63 sp015521115
GB_GCA_027043265	Thermoproteota	Thermoprotei_A	S143-63 sp015521185
GB_GCA_026986415	Thermoproteota	Thermoprotei_A	S143-63 sp026986415
GB_GCA_027037535	Thermoproteota	Thermoprotei_A	S143-63 sp027037535
GB_GCA_035615835	Thermoproteota	Thermoprotei_A	S143-63 sp027081695
RS_GCF_020886315	Thermoproteota	Thermoprotei_A	Saccharolobus caldissimus
RS_GCF_000022445	Thermoproteota	Thermoprotei_A	Saccharolobus islandicus
RS_GCF_038727355	Thermoproteota	Thermoprotei_A	Saccharolobus shibatae
GB_GCA_000175555	Thermoproteota	Thermoprotei_A	Saccharolobus solfataricus
RS_GCF_001719125	Thermoproteota	Thermoprotei_A	Saccharolobus sp001719125
RS_GCF_009601705	Thermoproteota	Thermoprotei_A	Saccharolobus sp009601705
GB_GCA_038878355	Thermoproteota	Thermoprotei_A	Saccharolobus sp038734615
RS_GCF_036967215	Thermoproteota	Thermoprotei_A	Saccharolobus tengchongensis_A
RS_GCF_020614395	Halobacteriota	Halobacteria	Salarchaeum japonicum
RS_GCF_007833275	Halobacteriota	Halobacteria	Salarchaeum sp007833275
RS_GCF_036418315	Halobacteriota	Halobacteria	Salarchaeum sp036418315
RS_GCF_006543045	Halobacteriota	Halobacteria	Salinadaptatus halalkaliphilus
RS_GCF_023204835	Halobacteriota	Halobacteria	Salinarchaeum laminariae
RS_GCF_000403645	Halobacteriota	Halobacteria	Salinarchaeum sp000403645
GB_GCA_009789175	Halobacteriota	Halobacteria	Salinibaculum litoreum
GB_GCA_036625595	Halobacteriota	Halobacteria	Salinibaculum sp036625595
RS_GCF_037338445	Halobacteriota	Halobacteria	Salinibaculum sp037338445
RS_GCF_037645885	Halobacteriota	Halobacteria	Salinibaculum sp037645885
RS_GCF_004916935	Halobacteriota	Halobacteria	Salinigranum halophilum
RS_GCF_024228675	Halobacteriota	Halobacteria	Salinigranum marinum
RS_GCF_002906575	Halobacteriota	Halobacteria	Salinigranum rubrum
RS_GCF_041641895	Halobacteriota	Halobacteria	Salinigranum sp041641895
RS_GCF_024296665	Halobacteriota	Halobacteria	Salinilacihabitans rarus
RS_GCF_025231485	Halobacteriota	Halobacteria	Salinirubellus salinus
GB_GCA_036628555	Halobacteriota	Halobacteria	Salinirubellus sp036625905
RS_GCF_020567425	Halobacteriota	Halobacteria	Salinirubrum litoreum
RS_GCF_009831455	Halobacteriota	Halobacteria	Salinirussus salinus
RS_GCF_003344565	Halobacteriota	Halobacteria	Saliphagus infecundisoli
GB_GCA_000494105	Nanobdellota	Nanobdellia	SCGC-AAA011-G17 sp000402515
GB_GCA_032249315	Thermoproteota	Thermoprotei	SCGC-AAA471-B05 sp032249315
GB_GCA_040776445	Halobacteriota	Methanomicrobia	SD8 sp018432765
GB_GCA_035528475	Halobacteriota	Methanomicrobia	SD8 sp035528475
GB_GCA_004524535	Asgardarchaeota	Lokiarchaeia	SDNM01 sp004524535
GB_GCA_016927895	Thermoproteota	Bathyarchaeia	SG8-32-3 sp016927895
GB_GCA_008080745	Asgardarchaeota	Thorarchaeia	SHMX01 sp008080745
GB_GCA_038045445	Nanobdellota	Nanobdellia	SICU01 sp038045445
GB_GCA_038045705	Nanobdellota	Nanobdellia	SICU01 sp038045705
GB_GCA_937888385	Thermoplasmatota	Thermoplasmata	SIG5 sp015063195
GB_GCA_034177025	Thermoplasmatota	Thermoplasmata	SIG5 sp016297775
GB_GCA_017395275	Thermoplasmatota	Thermoplasmata	SIG5 sp017395275
GB_GCA_017508065	Thermoplasmatota	Thermoplasmata	SIG5 sp017508065
GB_GCA_949291775	Thermoplasmatota	Thermoplasmata	SIG5 sp944321505
GB_GCA_949292635	Thermoplasmatota	Thermoplasmata	SIG5 sp949292635
GB_GCA_030587545	Asgardarchaeota	Lokiarchaeia	Sigynarchaeum springense
GB_GCA_007117735	Nanobdellota	Nanobdellia	SKGA01 sp007117735
GB_GCA_020430425	Nanobdellota	Nanobdellia	SKGA01 sp020430425
GB_GCA_021734105	Nanobdellota	Nanobdellia	SKGA01 sp021734105
GB_GCA_007116645	Nanobdellota	Nanobdellia	SKIA01 sp007116645
GB_GCA_007117065	Nanobdellota	Nanobdellia	SKIA01 sp007117065
GB_GCA_007128245	Nanobdellota	Nanobdellia	SKIA01 sp007128245
GB_GCA_007117755	Nanobdellota	Nanobdellia	SKIS01 sp007117755
GB_GCA_026414265	Micrarchaeota	Micrarchaeia	SKW190 sp026414265
GB_GCA_026414225	Thermoplasmatota	Thermoplasmata	SKW197 sp026414225
GB_GCA_038891235	Thermoplasmatota	Thermoplasmata	SKW197 sp038874435
GB_GCA_026413805	Micrarchaeota	Micrarchaeia	SKW311 sp026413805
RS_GCF_036429475	Halobacteriota	Halobacteria	SKXI01 sp036429475
GB_GCA_001595945	Thermoplasmatota	E2	SM1-50 sp001595945
GB_GCA_014894715	Thermoplasmatota	E2	SM1-50 sp014894395
GB_GCA_017885605	Thermoplasmatota	E2	SM1-50 sp017885605
GB_GCA_025457885	Thermoplasmatota	E2	SM1-50 sp025457885
GB_GCA_035543435	Thermoplasmatota	E2	SM1-50 sp035543435
GB_GCA_035562195	Thermoplasmatota	E2	SM1-50 sp035562195
GB_GCA_001595785	Nanobdellota	Nanobdellia	SM23-78 sp001595785
GB_GCA_016930415	Nanobdellota	Nanobdellia	SM23-78 sp016930415
GB_GCA_016932315	Nanobdellota	Nanobdellia	SM23-78 sp016932315
GB_GCA_016935175	Nanobdellota	Nanobdellia	SM23-78 sp016935175
GB_GCA_019322375	Nanobdellota	Nanobdellia	SM23-78 sp019322375
GB_GCA_041479965	Nanobdellota	Nanobdellia	SM23-78 sp041479965
GB_GCA_019894665	Asgardarchaeota	Thorarchaeia	SMTZ1-45 sp019894665
GB_GCA_030589315	Thermoplasmatota	Thermoplasmata	SOIM01 sp004377185
GB_GCA_004376645	Thermoproteota	Bathyarchaeia	SOJC01 sp004376645
GB_GCA_004376295	Thermoproteota	Bathyarchaeia	SOJZ01 sp004376295
GB_GCA_020348865	Thermoproteota	Bathyarchaeia	SOJZ01 sp020348865
GB_GCA_030608565	Thermoproteota	Bathyarchaeia	SOJZ01 sp030608565
GB_GCA_019057955	Asgardarchaeota	Lokiarchaeia	SOKP01 sp005222975
GB_GCA_011364925	Asgardarchaeota	Lokiarchaeia	SOKP01 sp011364925
GB_GCA_016839765	Asgardarchaeota	Lokiarchaeia	SOKP01 sp016839765
GB_GCA_016840545	Asgardarchaeota	Lokiarchaeia	SOKP01 sp016840545
GB_GCA_018238345	Asgardarchaeota	Lokiarchaeia	SOKP01 sp018238625
accession	phylum	class	species
GB_GCA_039001005	Aenigmatarchaeota	Aenigmatarchaeia	SpSt-28 sp039000725
RS_GCF_000092465	Thermoproteota	Thermoprotei_A	Staphylothermus hellenicus
RS_GCF_000015945	Thermoproteota	Thermoprotei_A	Staphylothermus marinus
RS_GCF_009729035	Thermoproteota	Thermoprotei_A	Stygiolobus azoricus
RS_GCF_019704315	Thermoproteota	Thermoprotei_A	Stygiolobus caldivivus
RS_GCF_037389975	Thermoproteota	Thermoprotei_A	Stygiolobus sp037389425
RS_GCF_014648235	Thermoproteota	Thermoprotei_A	Sulfodiicoccus acidiphilus
RS_GCF_002215565	Thermoproteota	Thermoprotei_A	Sulfolobus acidocaldarius
GB_GCA_000508305	Thermoproteota	Thermoprotei_A	Sulfolobus acidocaldarius_A
RS_GCF_009729515	Thermoproteota	Thermoprotei_A	Sulfuracidifex metallicus
RS_GCF_008326425	Thermoproteota	Thermoprotei_A	Sulfuracidifex tepidarius
RS_GCF_041154675	Thermoproteota	Thermoprotei_A	Sulfurisphaera javensis
RS_GCF_014202105	Thermoproteota	Thermoprotei_A	Sulfurisphaera ohwakuensis
RS_GCF_012222305	Thermoproteota	Thermoprotei_A	Sulfurisphaera sp012222305
RS_GCF_000011205	Thermoproteota	Thermoprotei_A	Sulfurisphaera tokodaii
GB_GCA_003599145	Nanobdellota	Nanobdellia	SURF-58 sp003599145
GB_GCA_041305085	Nanobdellota	Nanobdellia	SURF-58 sp041305085
GB_GCA_016203305	Nanobdellota	Nanobdellia	SURF-65 sp016203305
GB_GCA_003009755	Thermoplasmatota	SW-10-69-26	SW-10-69-26 sp003009755
GB_GCA_003009795	Nanohalarchaeota	Nanosalinia	SW-4-43-9 sp003009795
GB_GCA_036626435	Halobacteriota	Halobacteria	SW-9-67-25 sp036626435
GB_GCA_003601555	Halobacteriota	Syntropharchaeia	Syntropharchaeum butanivorans
GB_GCA_001766815	Halobacteriota	Syntropharchaeia	Syntropharchaeum caldarium
GB_GCA_026134025	Halobacteriota	Syntropharchaeia	Syntropharchaeum sp026134025
GB_GCA_027374155	Thermoplasmatota	Thermoplasmata	Sysuiplasma acidicola
GB_GCA_027319645	Thermoplasmatota	Thermoplasmata	Sysuiplasma jiujiangense
GB_GCA_027331205	Thermoplasmatota	Thermoplasmata	Sysuiplasma superficiale
GB_GCA_018992705	Methanobacteriota_B	Thermococci	SZ-28-30 sp018992565
GB_GCA_018992685	Methanobacteriota_B	Thermococci	SZ-28-30 sp018992685
GB_GCA_015661855	Thermoproteota	Thermoprotei_A	SZUA-1508 sp015661855
GB_GCA_027049195	Thermoproteota	Nitrososphaeria	SZUA-1514 sp015523605
GB_GCA_027078545	Thermoproteota	Nitrososphaeria	SZUA-1514 sp027078545
GB_GCA_027051615	Aenigmatarchaeota	Aenigmatarchaeia	SZUA-1535 sp015521535
GB_GCA_015661515	Aenigmatarchaeota	Aenigmatarchaeia	SZUA-1535 sp015661515
GB_GCA_937897055	Hydrothermarchaeota	Hydrothermarchaeia	SZUA-236 sp002923215
GB_GCA_007280335	Thermoproteota	Nitrososphaeria	TA-20 sp007280335
GB_GCA_035631875	Thermoproteota	Nitrososphaeria	TA-20 sp035631875
GB_GCA_035685565	Thermoproteota	Nitrososphaeria	TA-20 sp035685565
GB_GCA_035935115	Thermoproteota	Nitrososphaeria	TA-20 sp035935115
GB_GCA_005877385	Thermoproteota	Nitrososphaeria	TA-21 sp005877075
GB_GCA_030773015	Thermoproteota	Nitrososphaeria	TA-21 sp014381105
GB_GCA_020028255	Thermoproteota	Nitrososphaeria	TA-21 sp014523495
GB_GCA_033271505	Thermoproteota	Nitrososphaeria	TA-21 sp014523595
GB_GCA_022545895	Thermoproteota	Nitrososphaeria	TA-21 sp022545895
GB_GCA_023251115	Thermoproteota	Nitrososphaeria	TA-21 sp023251115
GB_GCA_025923715	Thermoproteota	Nitrososphaeria	TA-21 sp025923455
GB_GCA_025937415	Thermoproteota	Nitrososphaeria	TA-21 sp025937665
GB_GCA_036555525	Thermoproteota	Nitrososphaeria	TA-21 sp029237505
GB_GCA_030913755	Thermoproteota	Nitrososphaeria	TA-21 sp030913755
GB_GCA_033272225	Thermoproteota	Nitrososphaeria	TA-21 sp033272285
GB_GCA_035250685	Thermoproteota	Nitrososphaeria	TA-21 sp035250685
GB_GCA_035253865	Thermoproteota	Nitrososphaeria	TA-21 sp035253865
GB_GCA_035454925	Thermoproteota	Nitrososphaeria	TA-21 sp035454925
GB_GCA_035620895	Thermoproteota	Nitrososphaeria	TA-21 sp035620895
GB_GCA_036280615	Thermoproteota	Nitrososphaeria	TA-21 sp036280615
GB_GCA_036395315	Thermoproteota	Nitrososphaeria	TA-21 sp036395315
GB_GCA_036557405	Thermoproteota	Nitrososphaeria	TA-21 sp036557405
GB_GCA_036558405	Thermoproteota	Nitrososphaeria	TA-21 sp036558405
GB_GCA_041690945	Thermoproteota	Nitrososphaeria	TA-21 sp038201105
RS_GCF_030273315	Halobacteriota	Halobacteria	Tc-Br11-E2g1 sp030273315
GB_GCA_014730165	Asgardarchaeota	Lokiarchaeia	TEKIR-8 sp014730165
GB_GCA_038870235	Thermoproteota	Nitrososphaeria_A	Terraquivivens ruidianensis
GB_GCA_025059205	Thermoproteota	Nitrososphaeria_A	Terraquivivens sp025059205
GB_GCA_938083505	Thermoproteota	Nitrososphaeria_A	Terraquivivens sp938083505
GB_GCA_038821125	Thermoproteota	Nitrososphaeria_A	Terraquivivens tengchongensis
GB_GCA_003056285	Thermoproteota	Nitrososphaeria_A	Terraquivivens tikiterensis
GB_GCA_023539525	Thermoproteota	Nitrososphaeria_A	Terraquivivens yellowstonensis
GB_GCA_025451315	Thermoproteota	Nitrososphaeria	TH1177 sp025451315
GB_GCA_025930575	Thermoproteota	Nitrososphaeria	TH1177 sp025922715
GB_GCA_031316115	Thermoproteota	Nitrososphaeria	TH1177 sp031316115
GB_GCA_032155045	Thermoproteota	Nitrososphaeria	TH1177 sp032155045
GB_GCA_035250975	Thermoproteota	Nitrososphaeria	TH1177 sp035250975
GB_GCA_035253345	Thermoproteota	Nitrososphaeria	TH1177 sp035253345
GB_GCA_035297365	Thermoproteota	Nitrososphaeria	TH1177 sp035297365
GB_GCA_035630235	Thermoproteota	Nitrososphaeria	TH1177 sp035630235
GB_GCA_035706205	Thermoproteota	Nitrososphaeria	TH1177 sp035706205
GB_GCA_036380115	Thermoproteota	Nitrososphaeria	TH1177 sp036380115
GB_GCA_036380415	Thermoproteota	Nitrososphaeria	TH1177 sp036380415
GB_GCA_036520175	Thermoproteota	Nitrososphaeria	TH1177 sp036520175
GB_GCA_009377575	Thermoproteota	Nitrososphaeria	TH5896 sp009377575
GB_GCA_014523625	Thermoproteota	Nitrososphaeria	TH5896 sp014523625
GB_GCA_014523695	Thermoproteota	Nitrososphaeria	TH5896 sp014523695
GB_GCA_032154965	Thermoproteota	Nitrososphaeria	TH5896 sp029237515
GB_GCA_035643435	Thermoproteota	Nitrososphaeria	TH5896 sp035643435
GB_GCA_950062565	Thermoplasmatota	Poseidoniia	Thalassarchaeum betae
GB_GCA_022447095	Thermoplasmatota	Poseidoniia	Thalassarchaeum betae_B
GB_GCA_937911265	Thermoplasmatota	Poseidoniia	Thalassarchaeum sp002495735
GB_GCA_964004875	Thermoplasmatota	Poseidoniia	Thalassarchaeum sp002501885
GB_GCA_002718575	Thermoplasmatota	Poseidoniia	Thalassarchaeum sp002503055
GB_GCA_964009715	Thermoplasmatota	Poseidoniia	Thalassarchaeum sp002507125
GB_GCA_964001055	Thermoplasmatota	Poseidoniia	Thalassarchaeum sp002714745
GB_GCA_012960685	Thermoplasmatota	Poseidoniia	Thalassarchaeum sp004195715
GB_GCA_963935135	Thermoplasmatota	Poseidoniia	Thalassarchaeum sp019654055
RS_GCF_014646535	Thermoproteota	Thermoprotei	Thermocladium modestius
GB_GCA_001516585	Thermoproteota	Thermoprotei	Thermocladium sp001516585
RS_GCF_024022995	Methanobacteriota_B	Thermococci	Thermococcus_A aggregans
RS_GCF_024054535	Methanobacteriota_B	Thermococci	Thermococcus_A alcaliphilus
RS_GCF_023746595	Methanobacteriota_B	Thermococci	Thermococcus_A argininiproducens
RS_GCF_009372125	Methanobacteriota_B	Thermococci	Thermococcus_A bergensis
RS_GCF_000246985	Methanobacteriota_B	Thermococci	Thermococcus_A litoralis
RS_GCF_014361105	Methanobacteriota_B	Thermococci	Thermococcus_A sibiricus
RS_GCF_001317345	Methanobacteriota_B	Thermococci	Thermococcus_A sp001317345
RS_GCF_902813195	Methanobacteriota_B	Thermococci	Thermococcus_A sp001484685
GB_GCA_029259245	Methanobacteriota_B	Thermococci	Thermococcus_A sp003663525
RS_GCF_012027425	Methanobacteriota_B	Thermococci	Thermococcus_A sp012027425
RS_GCF_002214465	Methanobacteriota_B	Thermococci	Thermococcus barossii
RS_GCF_001433455	Methanobacteriota_B	Thermococci	Thermococcus_B barophilus
RS_GCF_000517445	Methanobacteriota_B	Thermococci	Thermococcus_B paralvinellae
RS_GCF_012027375	Methanobacteriota_B	Thermococci	Thermococcus_B sp012027325
RS_GCF_017656495	Methanobacteriota_B	Thermococci	Thermococcus_B sp017656495
