accession	ambiguous_bases	checkm2_completeness	checkm2_contamination	checkm2_model	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation_ncbi_taxa	gtdb_type_designation_ncbi_taxa_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count	phylum	class	species
GB_GCA_038877115.1	0	94.3	0.15	Specific	78.5	0	149	k__Archaea (UID2)	107	0	575558	91.56625355966717	55	292571	46.659436873539754	628570	GB_GCA_038873795.1	f	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAVZDR01;s__JAVZDR01 sp038873795	not type material	none	f	13	12	42201	42201	15696	1	1088	JAVYXF010000014.1	15696	1	106	JAVYXF010000014.1	1070	1061	0	84.766	ACVJ01000008.268903.271751	Archaea;Micrarchaeota;Micrarchaeia;Micrarchaeales;Micrarchaeaceae;Candidatus Micrarchaeum;Candidatus Micrarchaeum acidiphilum ARMAN-2	11400	12087	f	f	t	15696	18730	Scaffold	ASM3887711v1	na	PRJNA544494	SAMN36036946	55	15696	none	2024-04-30	GCA_038877115.1	derived from metagenome	full	DRTY-3_201705_bins_8	none	none	0	0	Candidatus Micrarchaeaceae archaeon	none	na	3	52	12	18730	9964	5861	2024/04/30	3	2953041	1	DRTY-3_201705_bins_8	The University of Texas at Austin	2953041	d__Archaea;p__Candidatus Micrarchaeota;c__Candidatus Micrarchaeia;o__Candidatus Micrarchaeales;f__Candidatus Micrarchaeaceae;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Micrarchaeota;c__Candidatus Micrarchaeia;o__Candidatus Micrarchaeales;f__Candidatus Micrarchaeaceae;x__unclassified Candidatus Micrarchaeaceae;s__Candidatus Micrarchaeaceae archaeon	1535	628570	11	38	na	627035	0	JAVYXF000000000.1	676	52	24498	1	none	none	none	none	none	none	230	JAVYXF010000006.1	230	296	7.8e-79	90	AUZZ01000673.18.1505	Archaea;Micrarchaeota;Micrarchaeia;Micrarchaeales;Micrarchaeaceae;Candidatus Micrarchaeum;mine drainage metagenome	1535	17	39	0	Micrarchaeota	Micrarchaeia	JAVZDR01 sp038873795
RS_GCF_028211335.1	0	99.95	0.45	Specific	99.87	0	417	f__Halobacteriaceae (UID96)	263	0	3029529	85.1086919878638	40	2382198	66.92319361726037	3559600	RS_GCF_002114285.1	f	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum ezzemoulense	not type material	none	f	2	2	1150072	1150072	5457	1	2902	NZ_JAQLUM010000022.1	5457	1	117	NZ_JAQLUM010000022.1	2893	5221	0	99.24	NEDJ01000119.292.3184	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Halorubrum;Halorubrum ezzemoulense DSM 17463	88990	88990	t	f	f	650074	650074	Contig	ASM2821133v1	na	PRJNA224116	SAMN32798458	40	650074	Spain: Santa Pola	2023-01-29	GCA_028211335.1	none	full	na	hypersaline saltern	none	0	0	Halorubrum ezzemoulense	none	na	3	none	none	none	none	none	2023/01/29	0	337243	1	AMM011	University of Connecticut	337243	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum ezzemoulense	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum ezzemoulense	0	3559600	11	62	na	3559600	0	JAQLUM000000000.1	3479	40	5457	1	none	none	none	none	none	none	1469	NZ_JAQLUM010000022.1	1469	2713	0	100	AB663407.1.1470	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Halorubrum;Halorubrum chaoviator	0	19	61	0	Halobacteriota	Halobacteria	Halorubrum ezzemoulense
GB_GCA_024281195.1	0	93.03	2.79	Specific	88.71	1.87	149	k__Archaea (UID2)	107	0	1808388	89.91993969496433	162	876293	43.572625849717745	2011109	GB_GCA_003661365.1	f	d__Archaea;p__Korarchaeota;c__Korarchaeia;o__Korarchaeales;f__QMVU01;g__QMVU01;s__QMVU01 sp003661365	not type material	none	f	27	27	81069	81069	none	0	none	none	33301	1	116	JAMKQM010000136.1	none	none	none	none	none	none	12414	12414	f	f	t	21379	21379	Contig	ASM2428119v1	na	PRJNA479337	SAMN28578892	162	21379	Pacific Ocean: Yap Trench	2022-07-15	GCA_024281195.1	derived from metagenome	full	Yap.int.bin1.1	water column	9.87 N 138.50 E	0	none	Thermoproteota archaeon	none	na	none	none	none	none	none	none	2022/07/15	0	2056631	none	Yap.int.bin1.1	Shenzhen University	2056631	d__Archaea;p__Thermoproteota;c__;o__;f__;g__;s__	d__Archaea;x__TACK group;p__Thermoproteota;x__unclassified Thermoproteota;s__Thermoproteota archaeon	0	2011109	none	none	na	2011109	0	JAMKQM000000000.1	2267	162	6571	1	none	none	none	none	none	none	639	JAMKQM010000130.1	639	1170	0	99.687	KP091065.1.1480	Archaea;Korarchaeota;Korarchaeia;Korarchaeales;Korarchaeaceae;Candidatus Korarchaeum;uncultured archaeon	0	18	44	0	Korarchaeota	Korarchaeia	QMVU01 sp003661365
GB_GCA_030153635.1	0	96.83	0	Specific	96.08	0.65	228	p__Euryarchaeota (UID49)	153	0	1345586	92.7623134014535	70	627061	43.22847369386188	1450574	GB_GCA_030153385.1	f	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__WYZ-LMO2;s__WYZ-LMO2 sp030153385	not type material	none	f	18	18	89948	89948	none	0	none	none	20313	1	115	JASKLN010000018.1	none	none	none	none	none	none	20722	20722	f	f	t	28916	28916	Contig	ASM3015363v1	na	PRJNA308326	SAMN33401204	70	28916	USA: Colorado	2023-06-02	GCA_030153635.1	derived from metagenome	full	DJKA76_ANT21_bin.13	Produced fluids from hydraulically fractured shales	40.411582 N 104.348363 W	0	0	Archaeoglobaceae archaeon	none	na	0	none	none	none	none	none	2023/06/02	0	2511821	0	DJKA76_ANT21_bin.13	The Ohio State University	2511821	d__Archaea;p__Euryarchaeota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__;s__	d__Archaea;p__Euryarchaeota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;x__unclassified Archaeoglobaceae;s__Archaeoglobaceae archaeon	0	1450574	11	0	na	1450574	0	JASKLN000000000.1	1710	70	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	17	40	0	Halobacteriota	Archaeoglobi	WYZ-LMO2 sp030153385
GB_GCA_027002815.1	0	91.36	0.06	Specific	94.49	1.1	174	k__Archaea (UID146)	136	50	1486077	91.02628967646302	173	986317	60.4164701414369	1632580	GB_GCA_027002815.1	t	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__WANN01;s__WANN01 sp027002815	not type material	none	f	39	39	40449	40449	none	0	none	none	none	0	none	none	none	none	none	none	none	none	9436	9717	f	f	t	14370	14370	Scaffold	ASM2700281v1	na	PRJNA821212	SAMN27361125	173	14370	Pacific Ocean: Lau Basin	2022-12-19	GCA_027002815.1	derived from metagenome	full	T2_metabat1_scaf2bin.089	marine hydrothermal vent	none	0	none	Thermoproteales archaeon	none	na	none	168	39	14370	7589	4802	2022/12/19	5	2268205	none	T2_metabat1_scaf2bin.089	Portland State University	2268205	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__;g__;s__	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;x__unclassified Thermoproteales;s__Thermoproteales archaeon	50	1632580	none	none	na	1632530	0	JALWZH000000000.1	2015	168	12824	1	none	none	none	none	none	none	770	JALWZH010000128.1	376	568	5.47e-160	93.883	HQ636037.1.902	Archaea;Thermoproteota;Thermoproteia;Thermoproteales;Thermoproteaceae;Incertae Sedis;uncultured archaeon	50	19	40	0	Thermoproteota	Thermoprotei	WANN01 sp027002815
GB_GCA_032249095.1	0	93.16	0.87	Specific	96.76	0.32	145	k__Archaea (UID2)	103	100	1772033	87.36831517877877	146	1100917	54.27961185918975	2028233	GB_GCA_032249095.1	t	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Calditenuaceae;g__HRBIN02;s__HRBIN02 sp032249095	not type material	none	f	30	30	80599	80599	12100	1	272	JAVVGN010000057.1	2640	1	112	JAVVGN010000145.1	272	497	2.14e-139	99.632	AWOC01000009.16989.20619	Archaea;Thermoproteota;Nitrososphaeria;Caldarchaeales;Caldiarchaeaceae;Candidatus Caldiarchaeum;Thaumarchaeota archaeon JGI OTU-3	13892	13892	f	f	t	21025	21025	Contig	ASM3224909v1	na	PRJNA791658	SAMN37114999	146	21025	none	2023-10-01	GCA_032249095.1	derived from metagenome	full	PSS.bin.6	none	none	0	0	Candidatus Caldarchaeales archaeon	none	na	5	none	none	none	none	none	2023/10/01	0	3071590	2	PSS.bin.6	Montana State University	3071590	d__Archaea;p__Nitrososphaerota;c__;o__Candidatus Caldarchaeales;f__;g__;s__	d__Archaea;x__TACK group;p__Nitrososphaerota;x__Nitrososphaerota incertae sedis;o__Candidatus Caldarchaeales;x__unclassified Candidatus Caldarchaeales;s__Candidatus Caldarchaeales archaeon	0	2028233	11	50	na	2028233	0	JAVVGN000000000.1	2403	146	6448	1	none	none	none	none	none	none	279	JAVVGN010000098.1	277	457	4.2e-127	96.39	AWOC01000023.11513.12991	Archaea;Thermoproteota;Nitrososphaeria;Caldarchaeales;Caldiarchaeaceae;Candidatus Caldiarchaeum;Thaumarchaeota archaeon JGI OTU-3	0	19	50	0	Thermoproteota	Nitrososphaeria_A	HRBIN02 sp032249095
GB_GCA_018812845.1	0	96.73	0.23	General	83.64	0.93	149	k__Archaea (UID2)	107	0	1138754	88.56364466407373	132	413994	32.197311718824736	1285803	GB_GCA_018824365.1	f	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__GW2011-AR9;g__JAHJGQ01;s__JAHJGQ01 sp018824365	not type material	none	f	29	29	50412	50412	none	0	none	none	2603	1	102	JAHJCY010000082.1	none	none	none	none	none	none	9740	9740	f	f	t	12394	12394	Contig	ASM1881284v1	na	PRJNA627556	SAMN19298047	132	12394	Sweden	2021-06-09	GCA_018812845.1	derived from metagenome	full	Modern_marine.mb.323	Aspo HRL	57.264 N 16.3936 E	0	0	Nanoarchaeota archaeon	none	na	1	none	none	none	none	none	2021/06/09	0	2026764	0	Modern_marine.mb.323	Department of Ecology and Genetics, Limnology and Science for Life Laboratory, Uppsala University	2026764	d__Archaea;p__Nanoarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Nanoarchaeota;x__unclassified Nanoarchaeota;s__Nanoarchaeota archaeon	0	1285803	11	29	na	1285803	0	JAHJCY000000000.1	1381	132	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	18	29	0	Nanobdellota	Nanobdellia	JAHJGQ01 sp018824365
RS_GCF_900109695.1	0	99.75	0.63	Specific	99.19	0	417	f__Halobacteriaceae (UID96)	263	0	3399216	87.29195647646412	28	2397121	61.634008119234316	3894077	RS_GCF_000336955.1	f	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloferax;s__Haloferax larsenii	not type material	none	f	3	3	1160127	1160127	23045	1	2901	NZ_FOAD01000018.1	23045	1	114	NZ_FOAD01000018.1	2896	5349	0	100	FOAD01000018.2113.5008	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Haloferax;Haloferax larsenii	138902	162253	t	f	f	389822	389822	Scaffold	IMG-taxon 2639762639 annotated assembly	na	PRJNA224116	SAMN04488691	28	389822	none	2016-10-31	GCA_900109695.1	none	full	na	none	none	0	0	Haloferax larsenii	3845	na	3	24	3	389822	235795	66539	2016/10/31	4	302484	1	CDM_5	DOE - JOINT GENOME INSTITUTE	302484	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloferax;s__Haloferax larsenii	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloferax;s__Haloferax larsenii	4794	3894077	11	53	na	3889283	0	FOAD00000000.1	3962	24	23045	1	1471	2712	0	99.932	563153	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Haloferax;s__	1473	NZ_FOAD01000018.1	1473	2715	0	99.932	AY838278.1.1473	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Haloferax;Haloferax larsenii	4794	19	53	0	Halobacteriota	Halobacteria	Haloferax larsenii
GB_GCA_038731605.1	0	99.97	0	Specific	99.35	1.31	228	p__Euryarchaeota (UID49)	153	0	1571211	94.00427778691835	18	784545	46.938690039935985	1671425	GB_GCA_038731605.1	t	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__WYZ-LMO2;s__WYZ-LMO2 sp038731605	not type material	none	f	2	2	618947	618947	none	0	none	none	81456	1	115	JAVYQP010000006.1	none	none	none	none	none	none	92856	92856	f	f	t	250752	250752	Contig	ASM3873160v1	na	PRJNA544494	SAMN36036774	18	250752	none	2024-04-29	GCA_038731605.1	derived from metagenome	full	DRTY-1_201901_bins_47	none	none	0	0	Archaeoglobaceae archaeon	none	na	2	none	none	none	none	none	2024/04/29	0	2511821	1	DRTY-1_201901_bins_47	The University of Texas at Austin	2511821	d__Archaea;p__Euryarchaeota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__;s__	d__Archaea;p__Euryarchaeota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;x__unclassified Archaeoglobaceae;s__Archaeoglobaceae archaeon	0	1671425	11	46	na	1671425	0	JAVYQP000000000.1	1845	18	33941	1	none	none	none	none	none	none	332	JAVYQP010000010.1	331	612	1.02e-173	100	KP784730.1.1455	Archaea;Halobacteriota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Incertae Sedis;uncultured archaeon	0	19	46	0	Halobacteriota	Archaeoglobi	WYZ-LMO2 sp038731605
GB_GCA_041673705.1	0	91.45	1.86	Specific	94.76	1.21	187	p__Euryarchaeota (UID3)	124	50	1299596	92.15986339080696	189	780741	55.365655098662984	1410154	GB_GCA_001421175.1	f	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__RumEn-M2;s__RumEn-M2 sp001421175	not type material	none	f	36	36	49697	49697	21045	1	980	JBAYXE010000012.1	5914	1	114	JBAYXE010000069.1	900	1663	0	100	LJKL01000008.85245.88037	Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae;Incertae Sedis;Methanomassiliicoccales archaeon RumEn M2	7461	7461	f	f	t	10590	10590	Contig	ASM4167370v1	na	PRJNA823399	SAMN39891776	189	10590	none	2024-08-30	GCA_041673705.1	derived from metagenome	full	SO_2017_CLC_120	none	none	0	0	Candidatus Methanomethylophilaceae archaeon	none	na	4	none	none	none	none	none	2024/08/30	0	2517205	2	SO_2017_CLC_120	University of Waterloo	2517205	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__;s__	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;x__unclassified Methanomethylophilaceae;s__Candidatus Methanomethylophilaceae archaeon	0	1410154	11	48	na	1410154	0	JBAYXE000000000.1	1620	189	11633	2	none	none	none	none	none	none	1469	JBAYXE010000032.1	1436	2523	0	98.398	JX462517.1.1439	Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae;Incertae Sedis;uncultured Thermoplasmata archaeon	0	19	48	0	Thermoplasmatota	Thermoplasmata	RumEn-M2 sp001421175
RS_GCF_025517485.1	0	99.99	2.74	Specific	99.33	0.8	395	f__Halobacteriaceae (UID85)	250	0	4611305	83.74452182516477	46	3415575	62.029229281729826	5506396	RS_GCF_025517485.1	t	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Halomontanus;s__Halomontanus mannanivorans	not type material	none	f	7	7	783659	783659	5807	1	2911	NZ_JAOPKB010000037.1	5807	1	113	NZ_JAOPKB010000037.1	2915	4148	0	92.453	CP003050.200192.203101	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Halovivax;Halovivax ruber XH-70	119704	119704	t	f	f	203090	203090	Contig	ASM2551748v1	na	PRJNA224116	SAMN30921869	46	203090	none	2022-10-02	GCA_025517485.1	none	full	na	none	none	0	0	Natronoglomus mannanivorans	none	representative genome	3	none	none	none	none	none	2022/10/02	0	2979990	1	4;AArc-m2;3	Research Center of Biotechnology RAS	2979990	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natronoglomus;s__Natronoglomus mannanivorans	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natronoglomus;s__Natronoglomus mannanivorans	0	5506396	11	46	assembly from type material	5506396	0	JAOPKB000000000.1	5187	46	5807	1	none	none	none	none	none	none	1474	NZ_JAOPKB010000037.1	1481	2318	0	95.071	JF449414.1.1481	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Incertae Sedis;Halobacteriales archaeon YIM 93588	0	19	44	0	Halobacteriota	Halobacteria	Halomontanus mannanivorans
GB_GCA_016806715.1	0	96.97	0.12	Specific	99.02	0	187	p__Euryarchaeota (UID3)	124	0	1700231	86.76471788967885	1	870458	44.420459810939846	1959588	GB_GCA_016806715.1	t	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__B-DKE;s__B-DKE sp002204705	not type material	none	f	1	1	1959588	1959588	1959588	1	2897	CP060531.1	1959588	1	114	CP060531.1	2832	3648	0	90.007	CP009479.355510.358333	Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae;Incertae Sedis;uncultured archaeon	1959588	1959588	t	f	f	1959588	1959588	Complete Genome	ASM1680671v1	na	PRJNA639692	SAMN14564663	none	none	Germany: Drei Kronen und Ehrt (Harz Mountains)	2021-02-03	GCA_016806715.1	none	full	na	snottite biofilm from former pyrite mine	none	1	0	Thermoplasmatales archaeon	none	na	2	1	1	1959588	1959588	1959588	2021/02/03	0	2268204	1	B_DKE	Karlsruhe Institute of Technology	2268204	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__;g__;s__	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;x__unclassified Thermoplasmatales;s__Thermoplasmatales archaeon	0	1959588	11	44	na	1959588	0	na	2086	1	1959588	1	none	none	none	none	none	none	1469	CP060531.1	1441	2621	0	99.514	EU370309.1.1441	Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae;Incertae Sedis;uncultured archaeon	0	19	46	0	Thermoplasmatota	Thermoplasmata	B-DKE sp002204705
GB_GCA_023252655.1	0	97.44	0.54	Specific	99.03	0	145	k__Archaea (UID2)	103	0	1301081	87.48180377459474	40	557994	37.51903708171371	1487259	GB_GCA_023267855.1	f	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Wolframiiraptoraceae;g__Geocrenenecus;s__Geocrenenecus dongiae	not type material	none	f	7	6	165118	165118	165118	1	3061	JALNKE010000001.1	43682	1	110	JALNKE010000010.1	3074	3262	0	86.109	ASLU01000004.20830.23878	Archaea;Thermoproteota;Nitrososphaeria;Caldarchaeales;Caldiarchaeaceae;Candidatus Caldiarchaeum;Aigarchaeota archaeon SCGC AAA471-E16	37180	40196	f	f	t	54804	73570	Scaffold	ASM2325265v1	na	PRJNA807863	SAMN26029291	40	54804	China: Tengchong; Gumingquan hot spring	2022-05-06	GCA_023252655.1	derived from metagenome	full	GMQP.bins.30	hot springs sediment	24.95093 N 98.43626 E	0	none	Candidatus Geocrenenecus dongiae	none	na	none	37	6	73570	31376	18718	2022/05/06	3	2978061	none	GMQP.bins.30	Sun Yat-Sen University	2978061	d__Archaea;p__Nitrososphaerota;c__;o__;f__Candidatus Wolframiiraptoraceae;g__Candidatus Geocrenenecus;s__Candidatus Geocrenenecus dongiae	d__Archaea;x__TACK group;p__Nitrososphaerota;x__Nitrososphaerota incertae sedis;f__Candidatus Wolframiiraptoraceae;g__Candidatus Geocrenenecus;s__Candidatus Geocrenenecus dongiae	30	1487259	none	none	na	1487229	0	JALNKE000000000.1	1565	37	23055	1	none	none	none	none	none	none	660	JALNKE010000021.1	633	1164	0	99.842	KP784725.1.1462	Archaea;Thermoproteota;Nitrososphaeria;Caldarchaeales;Caldiarchaeaceae;Candidatus Caldiarchaeum;uncultured archaeon	30	19	47	0	Thermoproteota	Nitrososphaeria_A	Geocrenenecus dongiae
GB_GCA_027046065.1	0	90.38	0.43	Specific	91.56	2.27	245	c__Thermoprotei (UID148)	158	40	1223265	89.70868959083953	188	724869	53.17419272489596	1363597	GB_GCA_015521685.1	f	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__Aeropyrum;s__Aeropyrum sp015521685	not type material	none	f	35	35	55224	55224	none	0	none	none	none	0	none	none	none	none	none	none	none	none	7251	7410	f	f	t	10569	10569	Scaffold	ASM2704606v1	na	PRJNA821212	SAMN27359090	188	10569	Pacific Ocean: Brothers volcano	2022-12-19	GCA_027046065.1	derived from metagenome	full	S141_metabat2_scaf2bin.169	marine hydrothermal vent	none	0	none	Acidilobaceae archaeon	none	na	none	184	35	10569	5688	3072	2022/12/19	4	2933264	none	S141_metabat2_scaf2bin.169	Portland State University	2933264	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Acidilobales;f__Acidilobaceae;g__;s__	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Acidilobales;f__Acidilobaceae;x__unclassified Acidilobaceae;s__Acidilobaceae archaeon	400	1363597	none	none	na	1363197	0	JALTZT000000000.1	1561	184	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	400	17	38	0	Thermoproteota	Thermoprotei_A	Aeropyrum sp015521685
GB_GCA_937890455.1	0	99.55	1.71	General	75.62	0.93	149	k__Archaea (UID2)	107	50	1098037	93.94366136932389	240	579499	49.579620559108506	1168825	GB_GCA_002687275.1	f	d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__ARS49;g__GCA-2687275;s__GCA-2687275 sp002687275	not type material	none	f	58	58	17578	17578	4532	1	2243	CALACL010000071.1	none	0	none	none	407	252	1.66e-64	78.133	M81323.1.2910	Archaea;Halobacteriota;Methanomicrobia;Methanomicrobiales;Methanospirillaceae;Methanospirillum;Methanospirillum hungatei	4870	4870	f	f	t	6844	6844	Contig	ERR599062_bin.34_CONCOCT_v1.1_MAG	na	PRJEB51078	SAMEA14075191	240	6844	none	2023-01-09	GCA_937890455.1	derived from metagenome	full	ERR599062_bin.34_CONCOCT_v1.1_MAG	marine metagenome	none	0	none	Candidatus Woesearchaeota archaeon	none	na	none	none	none	none	none	none	2023/01/09	0	2026803	none	ERR599062_bin.34_CONCOCT_v1.1_MAG	European Bioinformatics Institute	2026803	d__Archaea;p__Candidatus Woesearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Woesearchaeota;x__unclassified Candidatus Woesearchaeota;s__Candidatus Woesearchaeota archaeon	0	1168825	none	none	na	1168825	0	CALACL000000000.1	1609	240	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	19	39	0	Nanobdellota	Nanobdellia	GCA-2687275 sp002687275
GB_GCA_902782945.1	0	91.77	1.71	Specific	94.26	1.14	188	p__Euryarchaeota (UID3)	125	50	1449896	84.98027144059512	106	507007	29.71633309029186	1706156	RS_GCF_028890305.1	f	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__Methanosphaera massiliense	not type material	none	f	16	16	120309	120309	none	0	none	none	none	0	none	none	none	none	none	none	none	none	16095	16095	f	f	t	32227	32227	Contig	Rumen uncultured genome RUG12825	na	PRJEB31266	SAMEA6150961	106	32227	none	2020-02-14	GCA_902782945.1	derived from metagenome	full	RUG12825	cattle rumen	none	0	none	uncultured Methanobacteriaceae archaeon	none	na	none	none	none	none	none	none	2020/02/14	0	176233	none	RUG12825	THE ROSLIN INSTITUTE	176233	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__;s__	d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;x__environmental samples;s__uncultured Methanobacteriaceae archaeon	0	1706156	none	none	na	1706156	0	CACZOU000000000.1	1667	106	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	19	37	0	Methanobacteriota	Methanobacteria	Methanosphaera massiliense
