accession	ogt	genome_size	gc_content	frac_ilvwygerkp	ratio_charged_polar	trna_gc	phylum	class	species
GCA_035703205	37.092149916814	1598170.23809524	33.66	0.577771621550314	1.201	56.9059603342106	Thermoproteota	Nitrososphaeria	Nitrosarchaeum sp035703205
GCA_035706205	27.3441253295499	2503414.06768414	27.47	0.5788542313082	1.096	55.0766890109035	Thermoproteota	Nitrososphaeria	TH1177 sp035706205
GCA_035761745	22.0522830519215	2050280.18223235	35.92	0.57121705900842	1.093	56.7454978214375	NA	NA	NA
GCA_035933635	36.696051126208	2441788.32116788	68.45	0.583709727084735	1.133	65.24238136487	Thermoplasmatota	Thermoplasmata	JAKIVR01 sp035933635
GCA_035935115	30.2971419298174	1854104.6277666	35.47	0.571920327345522	1.085	59.1376557266733	Thermoproteota	Nitrososphaeria	TA-20 sp035935115
GCA_035935655	33.3125213349781	2980566.53177815	51.52	0.577790389866558	1.073	62.5351387096722	Thermoproteota	Bathyarchaeia	40CM-2-53-6 sp035935655
GCA_035945215	38.9046777641753	2003600.12266176	68.11	0.587230918236636	1.173	64.7251483688817	Thermoplasmatota	Thermoplasmata	UBA184 sp035945215
GCA_036003785	34.8292587085814	1969444.69783352	47.77	0.570494758003678	1.234	59.0889154983896	Thermoproteota	Nitrososphaeria	Nitrososphaera sp036003785
GCA_036004585	34.3994747107694	2114204.50723175	47.92	0.570757415595388	1.214	59.009296795105	Thermoproteota	Nitrososphaeria	Nitrososphaera sp036004585
GCA_036012225	45.747906673388	1171540.46112116	35.52	0.593118492410547	1.2	57.6479520337065	Thermoproteota	Nitrososphaeria	JASMAB01 sp030745655
GCA_036012845	50.379878830145	1199978.41985373	34.58	0.597099764013817	1.438	51.9738491704723	Nanobdellota	Nanobdellia	GCA-2688925 sp002688925
GCA_036128415	23.314697647129	2497992.12598425	62.37	0.552847129517642	1.269	60.740496651909	NA	NA	NA
GCA_036135775	23.0662005085482	1754395.44463291	51.07	0.564888376671054	1.164	60.4827622633191	NA	NA	NA
GCA_036145775	26.6863886832888	2353844.84435798	40.29	0.556434881541962	1.053	59.1500876866272	Thermoplasmatota	Poseidoniia	MGIIb-N2 sp002697105
GCA_036154155	29.4248005625138	1674826.87338501	52.53	0.563957376721901	1.174	59.6606158241331	Thermoplasmatota	Poseidoniia	MGIIb-O5 sp036154155
GCA_036171435	56.9172576086279	1478899.12868633	42.6	0.590344798445027	1.379	51.0113537215532	Aenigmatarchaeota	Aenigmatarchaeia	DAIDAN01 sp036171435
GCA_036280615	16.861801439748	2104801.50581793	35.62	0.571687138264996	1.091	56.0416681473635	Thermoproteota	Nitrososphaeria	TA-21 sp036280615
GCA_036336495	25.6991409968817	1802152.49105423	52.49	0.568414719793788	1.195	61.3758323160468	Thermoplasmatota	Poseidoniia	UBA36 sp030748775
GCA_036377555	30.3862443044183	2426333.5895465	29.11	0.577047499113963	1.075	55.8216416463564	NA	NA	NA
GCA_036380115	27.7962036828691	2887106.14767429	28.15	0.572855341649915	1.065	55.4360065477823	Thermoproteota	Nitrososphaeria	TH1177 sp036380115
GCA_036380415	25.1026166351703	3205823.16704916	28.99	0.572868474639811	1.051	55.1771882608039	Thermoproteota	Nitrososphaeria	TH1177 sp036380415
GCA_036381375	35.2367940831243	2844894.67592593	48.8	0.56658943057342	1.197	58.5141744578798	Thermoproteota	Nitrososphaeria	Nitrososphaera sp036381375
GCA_036395115	42.5421627616974	2462555.56693639	65.52	0.587061363739402	1.446	64.8146836404369	Thermoplasmatota	Thermoplasmata	RBG-16-68-12 sp036395115
GCA_036395315	22.9304620961383	3892830.9377139	37.87	0.569443562144315	1.052	57.5059829447763	Thermoproteota	Nitrososphaeria	TA-21 sp036395315
GCA_036396715	35.7909451188073	1731033.20631464	40.82	0.574625949916293	1.188	58.3173877256255	Thermoproteota	Nitrososphaeria	Nitrosotenuis sp036396715
GCA_036478905	47.6925783787212	2075793.40058848	57.07	0.590192650848049	1.447	60.9703130296374	NA	NA	NA
GCA_036480815	46.4689958027195	1925507.93815503	37.88	0.591492015821714	1.236	56.6829932420016	Thermoproteota	Bathyarchaeia	RBG-13-38-9 sp023144075
GCA_036504055	43.9532092150094	2823721.22626498	55.01	0.575226828542214	1.237	59.820527161195	Thermoplasmatota	Thermoplasmata	DASXVU01 sp036504055
GCA_036504475	41.4318973860271	4001636.90806255	38.63	0.588359446561474	1.252	60.0378896725503	Halobacteriota	Methanosarcinia	Methanosarcina sp036504475
GCA_036515035	53.0066629943075	1906379.72549964	44.92	0.59216663363896	1.277	60.1420519835629	Thermoproteota	Nitrososphaeria	VHBL01 sp024860875
GCA_036518375	33.5474278787328	3938286.00520421	35.74	0.563805189466049	1.033	57.0004003950356	Thermoproteota	Nitrososphaeria	JAFAQB01 sp036518375
GCA_036519825	27.8212800154605	2198322.05978617	43.38	0.569266549683868	1.169	57.9845341094641	Thermoproteota	Nitrososphaeria	Nitrososphaera sp036519825
GCA_036520175	16.459228459703	2683635.18197574	29.03	0.574255820731306	1.061	55.418123557499	Thermoproteota	Nitrososphaeria	TH1177 sp036520175
GCA_036521355	23.4450122659981	3481204.04214147	29.1	0.568444331010355	1.024	55.517157775753	Thermoproteota	Nitrososphaeria	Nitrosocosmicus sp036521355
GCA_036522495	33.4447830062437	3303596.27261892	37.05	0.56872553730049	1.087	57.3155009920459	Thermoproteota	Nitrososphaeria	JAFAQB01 sp036522495
GCA_036525555	34.8594265035368	1559907.00839193	34.01	0.577124740587196	1.244	57.0870115532815	Thermoproteota	Nitrososphaeria	Nitrosopumilus sp036525555
GCA_036555525	21.1393269013866	2244764.94800693	35.94	0.568494383411475	1.065	56.6498322343641	Thermoproteota	Nitrososphaeria	TA-21 sp029237505
GCA_036555705	21.4755581535555	4142797.84946236	36.47	0.561988190711201	1.021	57.2267614919946	NA	NA	NA
GCA_036557405	19.3620994489226	2347273.14390467	35.16	0.571712323257088	1.068	56.0641399543321	Thermoproteota	Nitrososphaeria	TA-21 sp036557405
GCA_036558405	18.6987130708863	3721608.19995615	37.91	0.563941177032944	1.011	57.4938516221423	Thermoproteota	Nitrososphaeria	TA-21 sp036558405
GCA_036560565	33.26651676628	1886647.19626168	40.84	0.5684601904692	1.144	58.7423069032227	Thermoproteota	Nitrososphaeria	Nitrosotenuis sp036560565
GCA_036567605	47.4084024809568	3055005.96464592	44.04	0.594165511685891	1.342	60.9949455005018	Halobacteriota	Methanosarcinia	Methanoperedens sp036567605
GCA_036625595	39.5998787039375	3258282.15495574	61.89	0.555195653006489	1.41	62.427100581068	Halobacteriota	Halobacteria	Salinibaculum sp036625595
GCA_036626035	41.5264217064124	4150135.69384077	69.18	0.583038856264548	1.7	63.589002995687	NA	NA	NA
GCA_036626195	61.0937146352373	2347113.52397334	45.93	0.611864762223074	1.756	59.9135889357267	Thermoplasmatota	Thermoplasmata	Natronoplasma sp036626195
GCA_036626215	57.7292781583475	1497262.28804464	34.97	0.596649098753475	1.438	60.3362124060803	Thermoplasmatota	E2	JAZKSG01 sp036626215
GCA_036626435	45.0448566493992	2998777.99978967	65.7	0.569874779449182	1.569	63.6023856592843	Halobacteriota	Halobacteria	SW-9-67-25 sp036626435
GCA_036677555	48.5988058595128	2040523.60338075	58.66	0.585309659620972	1.45	61.2096977737203	Thermoplasmatota	Thermoplasmata	UBA472 sp036677555
GCA_036677945	56.7084449780312	1693397.13419098	41.9	0.598163071093689	1.362	61.5873544124347	Methanobacteriota	Methanobacteria	Methanobacterium sp030693105
GCA_036720895	27.9015965747289	5182654.14364641	39.21	0.563636951943364	1.07	58.0124739640459	Thermoproteota	Nitrososphaeria	Nitrosopolaris nunavutensis
GCA_036733025	60.9334525394418	1212083.14298767	28.42	0.625517741722728	1.572	58.2478204856047	Nanobdellota	Nanobdellia	CAKZRD01 sp937143345
GCA_036749235	31.5659982874239	1865568.25899932	39.14	0.573071689859655	1.091	59.0221196716385	Thermoproteota	Nitrososphaeria	Nitrosotalea sp001920395
GCA_036750675	45.5201164318617	2430112.45314452	60.19	0.580873974392398	1.46	61.3673467974355	Thermoplasmatota	Thermoplasmata	DTU008 sp002504525
GCA_036777785	55.6577725974328	1394609.53989025	29.21	0.594862769105193	1.27	55.8840192376993	Nanobdellota	Nanobdellia	PNOQ01 sp018302135
GCA_036787775	58.0443723783787	1887566.21689155	33.23	0.601996645915832	1.414	56.5815777642111	Nanobdellota	Nanobdellia	DAIQOR01 sp036787775
GCA_036794525	51.3523602087572	2624318.77729258	62.1	0.590164675219419	1.468	61.402735373405	Halobacteriota	Methanomicrobia	Methanoculleus sp036794525
GCA_036800005	50.1437589825232	1658752.10225362	39.13	0.593414350678221	1.28	52.0802093124085	Nanobdellota	Nanobdellia	JAGVYX01 sp018303045
GCA_036803625	39.2872112191491	2458986.67831404	59.39	0.566935087827707	1.29	60.7729131571297	Thermoplasmatota	Thermoplasmata	DAIRED01 sp036795795
GCA_036807565	52.8913248649761	2273584.46324804	38.05	0.591079305194213	1.33	60.9278559040012	Methanobacteriota	Methanobacteria	Methanobacterium_C sp002498385
GCA_036821685	21.1952945796914	2389699.17515769	51.24	0.542710080767248	1.077	59.222213196076	Thermoplasmatota	Poseidoniia	MGIIa-L1 sp938084455
GCA_036833455	41.1231916850201	1459922.79855247	29.15	0.614627833134998	1.379	57.5123503317144	Nanobdellota	Nanobdellia	GW2011-AR1 sp937982425
GCA_036833835	95.9916932282616	1936484.23303046	57.05	0.636145443297316	1.708	70.1754745250273	Thermoproteota	Thermoprotei	Pyrobaculum sp036833835
GCA_036837155	52.4338147950232	1394755.48245614	53.88	0.578868993759145	1.454	60.1264890344861	Thermoplasmatota	Thermoplasmata	RumEn-M2 sp002502965
GCA_036838325	42.7031908296557	4944892.05702648	38.84	0.585799579317763	1.215	60.0511127864136	Halobacteriota	Methanosarcinia	Methanosarcina sp11020u
GCA_036844865	33.7776894820235	2101897.52890501	42.26	0.571848509130783	1.187	57.6091005075136	Thermoproteota	Nitrososphaeria	Nitrososphaera sp036844865
GCA_037128175	37.5415595112097	3088265.44431712	50.8	0.576388691440865	1.27	61.1376580702848	Halobacteriota	Methanosarcinia	Methanothrix sp037128175
GCA_037137755	40.1240062538155	2827797.51712329	49.64	0.577261126099691	1.152	60.4959135674255	Halobacteriota	Methanomicrobia	CAIKOD01 sp037137755
GCA_037439845	59.339173394296	1372292.99363057	33.33	0.604617306322077	1.502	56.022255706043	Nanobdellota	Nanobdellia	JBBIVF01 sp037439845
GCA_037440545	72.6927467980051	1642415.10330088	41.87	0.621565559341576	1.569	64.4229956777149	Thermoproteota	Bathyarchaeia	JAVZIQ01 sp037440545
GCA_037440825	52.2418032726373	1154133.15754779	54.35	0.588993836548467	1.494	56.5787527039717	Micrarchaeota	Micrarchaeia	JAHJBR01 sp037440825
GCA_037441265	44.091252073302	2063586.92098093	51.19	0.57175300727574	1.264	59.841235137786	Thermoproteota	Nitrososphaeria	Nitrososphaera sp037441265
GCA_037442405	58.897009462886	1531728.91361108	39.23	0.598091303860941	1.423	62.1071085715735	Thermoproteota	Nitrososphaeria	JBBIQH01 sp037442405
GCA_037442745	37.556675303274	1764233.81462506	48.82	0.593711497557298	1.255	59.5412079766751	SpSt-1190	SpSt-1190	JBBIPP01 sp037442745
GCA_037443105	71.3296257580394	1617392.55900237	42.14	0.618814563670905	1.612	59.9781983369634	Halobacteriota	JAWCLZ01	JAWCLZ01 sp037443105
GCA_037443975	37.7184626738641	2192429.12300055	47.46	0.570176071459246	1.25	59.0428841739013	Thermoproteota	Nitrososphaeria	Nitrososphaera sp013114715
GCA_037444045	75.7034011738382	1983579.04843183	49.29	0.628103516651396	1.441	66.699736597833	Thermoproteota	Thermoprotei_A	Aramenus sp037444045
GCA_037444485	50.8891784808644	1492669.56386776	47.52	0.586521468233598	1.374	52.0692779257034	Micrarchaeota	Micrarchaeia	JBBIMI01 sp037444485
GCA_037444945	42.707990915511	1607899.98511683	58.54	0.566293758433324	1.204	60.847003660529	Micrarchaeota	Micrarchaeia	JBBILJ01 sp037444945
GCA_037445145	66.1055996022044	1619801.90887808	47.41	0.5920140524933	1.387	61.4561300445808	Nanobdellota	Nanobdellia	JAWAAW01 sp037445145
GCA_037447235	50.2436623254746	1132045.92098512	48.7	0.600951458544387	1.562	57.644518042425	Micrarchaeota	Micrarchaeia	JAVZJR01 sp037447235
GCA_037478935	59.0111998887278	1577453.11366698	54.55	0.609942982131107	1.452	63.5969984009985	Thermoproteota	Methanomethylicia	Methanosuratincola sp037478935
GCA_037481775	60.4138099078404	2074900.8885851	45.52	0.592270512758671	1.292	63.0390348820694	Thermoproteota	Bathyarchaeia	JAOAIV01 sp037481775
GCA_037622285	17.8051656857554	2466298.55577689	51.19	0.542907899669149	1.067	58.7577933583788	Thermoplasmatota	Poseidoniia	MGIIa-L1 sp905182125
GCA_037720485	24.9228799121835	2552606.23869801	34.92	0.566768356807687	1.056	54.7685817031834	Thermoproteota	Nitrososphaeria	Nitrosocosmicus sp037720485
GCA_037917675	79.5963123448166	2015765.83710407	49.7	0.636490296009508	1.774	66.4469599225	Korarchaeota	Korarchaeia	B14-G2 sp037917675
GCA_037917685	79.4070033888927	2382088.80714661	44.75	0.636397828844509	1.518	65.2023456667418	Korarchaeota	Korarchaeia	JAOZGB01 sp037917685
GCA_037928645	69.7875818997276	2023198.07978055	57.99	0.64231308956177	1.723	71.795693874755	Korarchaeota	Korarchaeia	WALU01 sp027078475
GCA_038024865	38.7309008664848	1757189.13818411	39.76	0.584873956693247	1.163	60.041800006859	Thermoplasmatota	Thermoplasmata	JAJZOT01 sp038024865
GCA_038045445	42.6826187904366	2465456.37415137	33.13	0.58898011571999	1.185	56.5985624959642	Nanobdellota	Nanobdellia	SICU01 sp038045445
GCA_038045705	42.3142538528244	2122355.45500251	32.69	0.586699478060688	1.198	56.5822043757323	Nanobdellota	Nanobdellia	SICU01 sp038045705
GCA_038045945	39.7152834502841	1735345.21614423	34.66	0.589297685554669	1.234	55.5291804598402	Nanobdellota	Nanobdellia	JAGVWS01 sp038045945
GCA_038046005	49.4331977062141	1756952.59140217	33.4	0.590992890103874	1.222	55.3982432770108	Nanobdellota	Nanobdellia	JBBSXB01 sp038046005
GCA_038046265	51.9041634815093	1635762.71186441	31	0.612140158694328	1.465	49.0732929547666	Nanobdellota	Nanobdellia	JAGWAC01 sp038046265
GCA_038046345	49.7356568667968	1485693.86647367	33.95	0.594047897748042	1.293	53.9639150005198	Nanobdellota	Nanobdellia	JBBSWJ01 sp038046345
GCA_038046405	44.5459548112132	1588197.16868497	34.91	0.595105273282254	1.277	54.1023111253133	Nanobdellota	Nanobdellia	JACPNH01 sp038046405
GCA_038046425	54.1244526203282	1854282.17002977	46.6	0.601372360162123	1.331	55.9926137622891	Nanobdellota	Nanobdellia	JAHFRS01 sp038046425
GCA_038046445	51.8647066882782	2235026.04166667	36.94	0.597550511165626	1.327	52.5929288860186	Nanobdellota	Nanobdellia	JACRPH01 sp038046445
GCA_038046465	49.8473188186759	1883419.24123579	35.17	0.596906966711776	1.337	51.8742856197494	Nanobdellota	Nanobdellia	JBBSWB01 sp038046465
GCA_038046545	44.1369266624871	2203732.60227752	40.74	0.576732828688039	1.187	59.0712276542084	Nanobdellota	Nanobdellia	JBBSVZ01 sp038046545
GCA_038046605	37.2500250982029	2169769.20015917	46.74	0.575330556528735	1.184	54.0213099808101	Micrarchaeota	Micrarchaeia	JACRGC01 sp038046605
GCA_038046705	34.2169058212172	1441101.81644359	33.01	0.579115619222063	1.2	57.2050351562889	NA	NA	NA
GCA_038046745	61.6832947596768	1630054.77920626	60.86	0.634916693386822	1.799	63.7562519904214	Hydrothermarchaeota	Hydrothermarchaeia	JACQPM01 sp038046745
GCA_038046785	33.3677318526044	1925517.28045326	66.3	0.563206212656022	1.238	59.5651418752794	Thermoplasmatota	E2	JAHFTW01 sp038046785
GCA_038105625	22.3038164305816	2386666.66666667	61.86	0.554348652588289	1.237	61.0928479631569	Thermoplasmatota	Poseidoniia	MGIIa-L3 sp030830875
GCA_038106355	28.1531596333523	2293538.38760062	45.36	0.545089812730902	1.012	60.2363935643523	Thermoplasmatota	Poseidoniia	Poseidonia sp038106355
GCA_038108955	34.1758448976819	1509915.95657757	34.38	0.576778710525415	1.257	57.5379802449923	NA	NA	NA
GCA_038111775	28.0689257632157	1778382.80576426	52.65	0.565110918396233	1.144	60.8593290613486	NA	NA	NA
GCA_038115125	28.6737962179656	1927427.60208409	51.37	0.565113891845256	1.184	60.7495376601164	Thermoplasmatota	Poseidoniia	UBA36 sp001628485
GCA_038128845	34.6789005912559	1026528.18324725	27.86	0.584666374296334	1.167	57.399174516736	Nanobdellota	Nanobdellia	ARS21 sp038128845
GCA_038131005	22.3800368219922	2043119.44091487	30.2	0.572437687106865	1.046	56.5108002087433	Asgardarchaeota	Heimdallarchaeia	Kariarchaeum pelagium
GCA_038146705	25.5626243881592	2430221.34951803	44.8	0.54383266146119	1.022	59.7992898654487	Thermoplasmatota	Poseidoniia	Poseidonia sp038146705
GCA_038147435	32.2405141059669	1497079.89629979	30.91	0.576136210454277	1.205	56.409725215556	Thermoproteota	Nitrososphaeria	Nitrosopumilus sp003702465
GCA_038148515	21.30229847504	2321255.45722714	56.21	0.543340411606191	1.07	60.3080312518009	Thermoplasmatota	Poseidoniia	Poseidonia sp038148515
GCA_038152885	36.3929589162998	1498723.42883549	34.99	0.574366742626816	1.229	57.35527098499	Thermoproteota	Nitrososphaeria	Nitrosopumilus brisbanensis
GCA_038562655	47.6213183811173	4053002.13783976	41.45	0.593104303460248	1.333	60.8867194249557	Halobacteriota	Methanosarcinia	Methanosarcina mazei
GCA_038727015	94.3097476286152	2027822.67915309	55.96	0.630793858452517	1.629	70.1250232391006	Thermoproteota	Thermoprotei	Thermoproteus sp038893495
GCA_038727095	84.7392127839986	2417011.5389602	56.58	0.638623855393902	1.651	70.2533228864109	NA	NA	NA
GCA_038727135	76.5884024939095	1735532.27252353	44.53	0.618082517824318	1.554	65.1309074221727	Thermoproteota	Bathyarchaeia	JAGTQI01 sp038727135
GCA_038727255	84.6617778409952	1575786.94082905	40.52	0.637990736266456	1.406	70.6878483610295	NA	NA	NA
GCA_038728005	67.425213622882	1717396.80851064	41.76	0.619795027203437	1.299	66.4832352944996	NA	NA	NA
GCA_038728085	78.846633851177	1600392.24476073	47.04	0.618827837297858	1.557	65.5531686001155	Thermoproteota	Bathyarchaeia	DRVP01 sp038728085
GCA_038728585	57.1179279561504	2472727.04016372	45.22	0.591638376944569	1.172	61.6922954271084	Thermoproteota	Nitrososphaeria	JAVYTR01 sp038728585
GCA_038729085	33.9967514443944	1563530.3335572	35.58	0.582141890333771	1.156	58.4776862274123	Thermoplasmatota	Thermoplasmata	Ferroplasma sp038729085
GCA_038729425	42.3666134547789	1521329.35260842	44.47	0.582096981793099	1.133	60.6289486715038	Thermoplasmatota	Thermoplasmata	B-DKE sp038729425
GCA_038729445	60.4806712108029	1468170.85427136	72.45	0.609304494276098	1.58	65.3168441262042	Thermoplasmatota	Thermoplasmata	UBA184 sp038729445
GCA_038729465	57.755029606781	1380055.62422744	35.21	0.599259031350043	1.231	60.4723729283371	Thermoplasmatota	Thermoplasmata	JAVRLB01 sp038729465
GCA_038729485	56.1163259399438	1415734.72041612	43.45	0.602015113350126	1.234	62.7635989219539	Thermoplasmatota	Thermoplasmata	GCA-001856825 sp038729485
GCA_038730885	70.3561884350341	2480491.47691925	35.49	0.62170140020717	1.334	60.7035521221618	Thermoproteota	EX4484-205	JAAOZO01 sp017601145
GCA_038732515	89.5872677373541	1431939.30262591	48.99	0.645674550667808	1.545	70.1492195460003	NA	NA	NA
GCA_038733315	83.0745946924399	1294199.18770969	27.79	0.632975752728767	1.501	64.0162174085446	Aenigmatarchaeota	Aenigmatarchaeia	JAHLMO01 sp038733315
GCA_038735125	88.0812794253643	1976636.83980794	40.21	0.623751444101437	1.401	69.7778577597604	Thermoproteota	Thermoprotei_A	Ignisphaera sp038735125
GCA_038736355	75.9220892801233	1336864.55815908	54.89	0.663255802308405	1.92	66.6014780428884	Hadarchaeota	Hadarchaeia	WYZ-LMO6 sp038736355
GCA_038736395	64.5659348416857	1866492.42257852	51.88	0.610691068534935	1.374	67.655286913261	Thermoproteota	Nitrososphaeria_A	Caldarchaeum subterraneum_E
GCA_038736825	53.5016675641966	1477151.18538671	40.96	0.59168907802084	1.385	59.1924841768568	Iainarchaeota	Iainarchaeia	JAPLVS01 sp038736825
GCA_038736885	64.7820894007722	1700977.2834832	51.79	0.613372329373504	1.404	66.8672394501797	NA	NA	NA
GCA_038740345	59.0110921252843	2007036.7885497	48.29	0.598893952385999	1.464	60.5551238407649	Thermoplasmatota	Thermoplasmata	JAJRAN01 sp038740345
GCA_038742305	95.0420022846711	1100090.97660602	26.17	0.646962936588297	1.631	65.395924413931	Aenigmatarchaeota	Aenigmatarchaeia	JAHLMO01 sp038742305
GCA_038815115	100.251613221732	2204319.82232093	56.34	0.635861348716929	1.727	68.9959708357639	NA	NA	NA
GCA_038816475	93.3990495368833	1279711.59179146	44.88	0.644241436135804	1.531	70.4262480361608	Thermoproteota	Thermoprotei_A	UBA285 sp038816475
GCA_038817775	84.4495204196499	1564599.81809914	44.62	0.63199882028434	1.694	64.1580972235022	NA	NA	NA
GCA_038817995	78.5500994752967	1477122.16986553	45.38	0.617844468546076	1.548	65.519407725673	Thermoproteota	Bathyarchaeia	DRVP01 sp038817995
GCA_038818175	79.5179996110151	2510933.74177445	40.85	0.624556161841712	1.507	62.7727135145602	Thermoproteota	Bathyarchaeia	DTEX01 sp038859955
GCA_038819295	77.0626639348545	3218555.90606379	43.46	0.62932868805177	1.403	67.4356985801227	Thermoproteota	Thermoprotei	CALHPJ01 sp038861545
GCA_038819325	83.8068741262609	1552687.19539211	57.75	0.637696732502945	1.649	70.1119654639592	NA	NA	NA
GCA_038819915	79.2267653581523	1836021.72116633	44.79	0.62717549480883	1.636	63.3880379937392	NA	NA	NA
GCA_038820095	64.533608714548	1899408.11579219	43.44	0.627739229924616	1.467	62.6192950239553	NA	NA	NA
GCA_038820405	79.7671829170658	1567919.08831909	41.11	0.630725892371152	1.559	64.1652214922701	Thermoproteota	Bathyarchaeia	DTEX01 sp038820405
GCA_038820435	90.4655194215272	1264229.95427679	43.1	0.634889848495938	1.682	64.9945437647526	Thermoproteota	Bathyarchaeia	DTEX01 sp018396405
GCA_038822555	90.8637991137004	1751260.77706864	43.59	0.635114453604631	1.661	64.4679336847202	Thermoproteota	Bathyarchaeia	DTEX01 sp018396995
GCA_038822705	82.6862568872298	1456695.37002371	41.31	0.626359680391907	1.607	66.6040786479349	NA	NA	NA
GCA_038822855	83.556207201676	1136237.85883877	45.85	0.631484391852331	1.636	67.589120575326	Hadarchaeota	Hadarchaeia	DYTO01 sp038823825
GCA_038822945	77.5685029969539	1201353.5064404	27.91	0.638966144639638	1.507	63.6704660337019	NA	NA	NA
GCA_038823665	80.955278748013	2157938.67306853	39.78	0.629653847725694	1.41	69.6890617561784	NA	NA	NA
GCA_038824035	85.2150635451951	1446506.19430559	41.48	0.638941943041951	1.478	69.9345350795298	Thermoproteota	Thermoprotei_A	UBA285 sp038824035
GCA_038824415	99.6129596953971	1512085.37364275	46.75	0.645956176581516	1.706	68.5140463091515	NA	NA	NA
GCA_038824525	74.9613056859082	1500527.26543705	41.9	0.640605829549787	1.4	68.8821857876267	Thermoproteota	Thermoprotei_A	DTCV01 sp038844925
GCA_038825355	61.8699080077681	1865734.54068867	48.44	0.630419224739406	1.638	63.3754411740107	Thermoproteota	Bathyarchaeia	DTGE01 sp038825355
GCA_038825615	71.3008731225667	3489169.68277624	42.15	0.618537984194859	1.479	54.9679833169997	Asgardarchaeota	Jordiarchaeia	Jordiarchaeum sp030587365
GCA_038825775	64.1579326519102	1403587.43710932	28.73	0.617070092475012	1.409	56.5975475147127	Nanobdellota	Nanobdellia	JAWBOW01 sp038825775
GCA_038826015	61.1710975857679	2517704.20492992	40.44	0.609423201251961	1.421	61.7779763262881	Thermoproteota	Bathyarchaeia	JAWBOR01 sp038826015
GCA_038826135	61.3542086154574	1353764.31553034	38.41	0.616477430845439	1.319	57.0791303243402	Asgardarchaeota	Odinarchaeia	Odinarchaeum sp038826135
GCA_038826715	74.8008581747508	1871327.1494827	42.6	0.613477656741278	1.511	64.7560160440024	Thermoproteota	Bathyarchaeia	JAWBOH01 sp038826715
GCA_038826755	58.3212696523892	1835509.44708473	42.52	0.587798509982219	1.213	62.4806636809802	Thermoproteota	Bathyarchaeia	JAOZHU01 sp038826755
GCA_038828325	65.5262813527251	1898035.77571379	54.34	0.611389592890828	1.393	67.1398791666304	Thermoproteota	Nitrososphaeria_A	Caldarchaeum sp038885755
GCA_038828365	72.9326166147545	1678835.16716039	52.11	0.633523608546558	1.421	70.4568709174825	Thermoproteota	Thermoprotei_A	Zestosphaera sp038727705
GCA_038829665	67.7857626748563	1626187.63326226	52.56	0.626798924807916	1.459	69.8422073395632	Thermoproteota	Nitrososphaeria_A	HRBIN02 sp030550155
GCA_038830485	66.1855276207353	1525735.3745216	26.51	0.606053073882063	1.343	61.2483678495138	NA	NA	NA
GCA_038831005	91.508097511731	1829633.17555938	36.24	0.63072434620398	1.406	68.8481732582703	Thermoproteota	Thermoprotei_A	Ignisphaera sp038831005
GCA_038831615	83.1650742990225	1430931.58809694	44.73	0.630376431169649	1.838	66.7062152872848	NA	NA	NA
GCA_038832005	66.4949377088961	1807414.47521527	51.89	0.608252860075026	1.377	66.6803725911165	Thermoproteota	Nitrososphaeria_A	Caldarchaeum sp038832005
GCA_038833555	93.4961587757032	1682723.28767123	35.08	0.632793685386468	1.427	68.4976389784515	Thermoproteota	Thermoprotei_A	Ignisphaera sp038821645
GCA_038836895	81.643641725831	1493663.76496192	40.87	0.636064525548915	1.435	69.6761234232765	NA	NA	NA
GCA_038840295	80.7777189958016	1599024.51225613	43.62	0.630712544999921	1.617	63.7911567404809	NA	NA	NA
GCA_038840495	76.4528620144622	1644021.54793316	40.68	0.630628243347687	1.744	66.5356474829686	NA	NA	NA
GCA_038840955	79.3116735300457	1794216.66666667	40.73	0.639869714905306	1.562	63.8879810681391	NA	NA	NA
GCA_038841375	91.5434769685116	1368634.19618529	44.96	0.63545729891755	1.702	64.7773424130859	Thermoproteota	Bathyarchaeia	DTEX01 sp038897035
GCA_038841625	75.9524693289681	1954634.82831898	61.69	0.633411559674816	1.615	70.5579761750073	Thermoproteota	Nitrososphaeria_A	Calditenuis fumarioli
GCA_038841775	89.3136478186303	2353358.60250494	37.47	0.632057254171254	1.378	69.8515793066313	Thermoproteota	Thermoprotei_A	Ignisphaera sp038820005
GCA_038843325	83.4951472033282	1190995.45117952	32.47	0.631014485155119	1.72	62.1307180393419	NA	NA	NA
GCA_038843545	79.1227173759198	1501266.6274279	46.47	0.618086208881895	1.556	65.3690328294788	Thermoproteota	Bathyarchaeia	DRVP01 sp038843545
GCA_038844065	82.5259924343475	1808754.77099237	38.73	0.645813124949007	1.443	70.6775288044971	NA	NA	NA
GCA_038844785	63.6531328930959	1910930.10456797	50.42	0.612091400352788	1.382	65.176770635516	Thermoproteota	Nitrososphaeria_A	Caldarchaeum sp038844785
GCA_038845265	65.0712403017773	1456393.59898262	42.81	0.624222223821968	1.394	68.6819414259745	Thermoproteota	Nitrososphaeria_A	CALIKS01 sp038845265
GCA_038845985	68.1511751988963	2118173.58763882	35.14	0.623184281765702	1.375	62.6689315783335	NA	NA	NA
GCA_038846415	77.7276465849104	1773633.3101691	44.26	0.629012530549072	1.62	63.653272104762	NA	NA	NA
GCA_038847255	69.6850130695165	1531414.99243897	51.98	0.629752908092417	1.457	68.9071956119177	NA	NA	NA
